features,label,prediction
"[25.0,48.0,14.0]",2,23.023634437181297
"[12.0,24.0,2.0]",12,17.77721678595699
"[13.0,12.0,12.0]",1,17.758348695465493
"[1.0,13.0,12.0]",1,16.730064344113067
"[1.0,1.0,13.0]",12,15.551069932142356
"[12.0,12.0,72.0]",1,24.766491512669134
"[12.0,24.0,12.0]",1,18.96102390750523
"[12.0,36.0,24.0]",12,21.678967577488656
"[24.0,12.0,12.0]",1,18.800047728409247
"[12.0,75.0,12.0]",25,24.47486818503876
"[12.0,12.0,25.0]",12,19.202598041392406
"[24.0,12.0,24.0]",24,20.220616274267137
"[24.0,24.0,12.0]",12,20.097422852534784
"[12.0,24.0,24.0]",14,20.38159245336312
"[1.0,12.0,24.0]",12,18.042518296293828
"[1.0,12.0,1.0]",24,15.319761916732876
"[24.0,48.0,24.0]",24,24.11274164664374
"[37.0,12.0,12.0]",25,20.031146585524596
"[14.0,12.0,25.0]",25,19.391997865564
"[2.0,2.0,12.0]",13,15.635503725750457
"[36.0,13.0,2.0]",14,18.86075414556769
"[14.0,14.0,14.0]",12,18.30603921921519
"[12.0,12.0,36.0]",12,20.50478587509547
"[12.0,25.0,17.0]",12,19.66104206195648
"[12.0,24.0,12.0]",1,18.96102390750523
"[12.0,12.0,12.0]",36,17.663648783379696
"[36.0,12.0,12.0]",12,19.936446673438798
"[12.0,12.0,36.0]",12,20.50478587509547
"[36.0,12.0,12.0]",12,19.936446673438798
"[12.0,36.0,12.0]",12,20.258399031630766
"[60.0,12.0,12.0]",24,22.209244563497904
"[48.0,24.0,24.0]",24,23.790789288451773
"[12.0,12.0,24.0]",25,19.084217329237582
"[12.0,12.0,12.0]",12,17.663648783379696
"[2.0,12.0,12.0]",12,16.716649662521736
"[12.0,2.0,12.0]",1,16.582502846608417
"[1.0,12.0,12.0]",12,16.621949750435938
"[12.0,12.0,1.0]",12,16.361460949676633
"[18.0,18.0,1.0]",18,17.578347984254176
"[18.0,1.0,1.0]",5,15.740399891743
"[5.0,18.0,1.0]",18,16.347249127138827
"[18.0,36.0,18.0]",10,21.53688277707449
"[10.0,18.0,36.0]",1,20.964073612986645
"[19.0,19.0,18.0]",1,19.793634596649106
"[5.0,18.0,4.0]",1,16.7023912636033
"[1.0,37.0,18.0]",3,20.035098865293083
"[3.0,1.0,37.0]",18,18.581606848029722
"[1.0,3.0,1.0]",42,14.346730573638725
"[18.0,2.0,2.0]",6,15.966895197574953
"[18.0,4.0,4.0]",2,16.419885809238856
"[1.0,5.0,2.0]",4,14.681340473147804
"[5.0,4.0,1.0]",1,14.833644815659037
"[18.0,1.0,1.0]",10,15.740399891743
"[3.0,10.0,18.0]",2,17.30540466018222
"[1.0,2.0,18.0]",1,16.251088086593604
"[1.0,1.0,2.0]",2,14.248882098439292
"[13.0,3.0,3.0]",4,15.719890942977925
"[4.0,4.0,13.0]",1,16.159513449431127
"[7.0,1.0,5.0]",12,15.17222370741854
"[1.0,2.0,1.0]",1,14.238615979961597
"[1.0,1.0,2.0]",13,14.248882098439292
"[3.0,13.0,1.0]",12,15.617276334581597
"[3.0,16.0,2.0]",14,16.060000827767805
"[14.0,3.0,16.0]",13,17.35354011307643
"[6.0,9.0,13.0]",7,16.889486241988358
"[9.0,4.0,15.0]",12,16.869774434169756
"[12.0,9.0,4.0]",1,16.392259305109718
"[1.0,1.0,12.0]",1,15.432689219987532
"[16.0,12.0,6.0]",6,17.332164158793937
"[4.0,6.0,1.0]",17,14.955174090927496
"[5.0,1.0,15.0]",1,16.16663100479519
"[1.0,5.0,1.0]",2,14.56295976099298
"[9.0,9.0,2.0]",9,15.871398144542685
"[9.0,9.0,9.0]",5,16.70006312962645
"[5.0,9.0,9.0]",3,16.321263481283268
"[4.0,3.0,6.0]",3,15.222733870670233
"[5.0,6.0,3.0]",19,15.28663542732294
"[4.0,3.0,5.0]",6,15.104353158515408
"[6.0,13.0,1.0]",1,15.901376070838985
"[1.0,6.0,13.0]",1,16.091642900527997
"[1.0,12.0,4.0]",182,15.674904053197348
"[36.0,182.0,1.0]",14,37.013739764847486
"[12.0,14.0,36.0]",2,20.721015062449727
"[3.0,3.0,2.0]",6,14.65451110996514
"[6.0,3.0,3.0]",12,15.056991558377351
"[3.0,12.0,6.0]",2,16.101065301678588
"[3.0,3.0,3.0]",12,14.772891822119965
"[3.0,4.0,12.0]",6,15.946432825190508
"[1.0,6.0,2.0]",5,14.789455066824932
"[1.0,5.0,5.0]",8,15.036482609612277
"[3.0,3.0,2.0]",9,14.65451110996514
"[12.0,3.0,3.0]",12,15.625191030892129
"[12.0,12.0,3.0]",12,16.59822237398628
"[6.0,3.0,3.0]",1,15.056991558377351
"[1.0,6.0,3.0]",1,14.907835778979756
"[4.0,1.0,6.0]",3,15.006504683315976
"[1.0,5.0,9.0]",3,15.510005458231571
"[2.0,4.0,1.0]",1,14.549545079401648
"[4.0,4.0,4.0]",20,15.094087040037712
"[1.0,20.0,4.0]",6,16.539820802614372
"[4.0,4.0,4.0]",4,15.094087040037712
"[2.0,4.0,4.0]",4,14.90468721586612
"[4.0,2.0,4.0]",8,14.877857852683457
"[8.0,4.0,8.0]",4,15.946409537000193
"[4.0,8.0,4.0]",8,15.526545414746224
"[4.0,4.0,8.0]",14,15.567609888657008
"[14.0,4.0,4.0]",8,16.041086160895674
"[3.0,24.0,1.0]",12,16.806536865030004
"[12.0,3.0,24.0]",4,18.111185986143433
"[2.0,6.0,3.0]",1,15.002535691065553
"[2.0,1.0,1.0]",3,14.225201298370266
"[2.0,3.0,3.0]",3,14.678191910034169
"[3.0,2.0,3.0]",6,14.664777228442837
"[1.0,7.0,6.0]",1,15.371092509121356
"[3.0,3.0,1.0]",6,14.536130397810316
"[3.0,18.0,1.0]",1,16.157849302967236
"[2.0,1.0,3.0]",4,14.461962722679912
"[7.0,4.0,2.0]",18,15.141425351985452
"[4.0,13.0,3.0]",3,15.94873767097704
"[1.0,3.0,4.0]",12,14.701872710103196
"[6.0,2.0,6.0]",4,15.304019101164696
"[6.0,2.0,3.0]",3,14.948876964700224
"[3.0,6.0,2.0]",4,14.978854890996525
"[3.0,6.0,3.0]",3,15.097235603151349
"[19.0,3.0,1.0]",1,16.051328991183052
"[3.0,1.0,2.0]",3,14.438281922610885
"[3.0,3.0,3.0]",54,14.772891822119965
"[1.0,3.0,54.0]",4,20.620908317844396
"[1.0,2.0,3.0]",3,14.475377404271244
"[6.0,2.0,3.0]",3,14.948876964700224
"[10.0,4.0,1.0]",6,15.307144376088017
"[1.0,6.0,10.0]",1,15.736500764063525
"[3.0,1.0,1.0]",4,14.319901210456061
"[1.0,4.0,3.0]",5,14.6916065916255
"[6.0,6.0,9.0]",6,16.09161961233768
"[7.0,3.0,3.0]",1,15.151691470463149
"[1.0,1.0,1.0]",2,14.130501386284468
"[1.0,1.0,2.0]",1,14.248882098439292
"[6.0,2.0,6.0]",1,15.304019101164696
"[2.0,1.0,2.0]",1,14.343582010525088
"[1.0,1.0,1.0]",7,14.130501386284468
"[2.0,1.0,7.0]",12,14.935485571299209
"[3.0,8.0,13.0]",8,16.497271912053844
"[2.0,4.0,11.0]",17,15.733352200949888
"[125.0,6.0,10.0]",4,27.479289862702224
"[3.0,4.0,125.0]",7,29.323453298685614
"[3.0,2.0,3.0]",1,14.664777228442837
"[6.0,2.0,6.0]",1,15.304019101164696
"[1.0,1.0,3.0]",1,14.367262810594116
"[1.0,1.0,1.0]",1,14.130501386284468
"[2.0,1.0,6.0]",6,14.817104859144385
"[1.0,2.0,2.0]",6,14.356996692116422
"[1.0,6.0,1.0]",3,14.67107435467011
"[2.0,1.0,5.0]",3,14.69872414698956
"[3.0,2.0,1.0]",1,14.428015804133189
"[7.0,6.0,12.0]",17,16.541461660887947
"[1.0,1.0,17.0]",4,16.02459278076165
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,1.0,1.0]",4,14.130501386284468
"[1.0,4.0,1.0]",1,14.454845167315852
"[6.0,6.0,1.0]",2,15.144573915099087
"[1.0,2.0,6.0]",5,14.830519540735716
"[6.0,5.0,5.0]",1,15.509982170041257
"[1.0,6.0,1.0]",1,14.67107435467011
"[1.0,1.0,6.0]",3,14.722404947058589
"[60.0,12.0,2.0]",1,21.025437441949663
"[1.0,60.0,12.0]",130,21.811450246938083
"[1.0,1.0,2.0]",4,14.248882098439292
"[7.0,60.0,1.0]",6,21.077461885749795
"[3.0,7.0,7.0]",1,15.678873045447773
"[6.0,1.0,3.0]",72,14.840762371023096
"[9.0,1.0,72.0]",6,23.293131245963338
"[6.0,12.0,1.0]",3,15.793261477161856
"[8.0,1.0,3.0]",1,15.030162195194688
"[6.0,1.0,8.0]",1,15.432665931797217
"[25.0,7.0,2.0]",3,17.170367550561163
"[14.0,3.0,25.0]",14,18.418966522469848
"[14.0,14.0,3.0]",2,17.003851385512128
"[3.0,3.0,2.0]",6,14.65451110996514
"[21.0,12.0,6.0]",4,17.805663719222917
"[10.0,6.0,25.0]",5,18.364510655158046
"[6.0,14.0,4.0]",18,16.364632800980583
"[1.0,3.0,8.0]",1,15.175395558722492
"[12.0,11.0,1.0]",10,16.253346355999504
"[10.0,12.0,11.0]",2,17.35586824705328
"[3.0,6.0,20.0]",13,17.109707709783358
"[1.0,7.0,1.0]",12,14.779188948347237
"[6.0,6.0,7.0]",8,15.854858188028032
"[2.0,62.0,12.0]",1,22.122379346378136
"[4.0,6.0,8.0]",3,15.783839076011263
"[4.0,2.0,6.0]",6,15.114619276993105
"[9.0,6.0,1.0]",2,15.428673651356476
"[7.0,9.0,2.0]",16,15.681998320371092
"[1.0,2.0,6.0]",2,14.830519540735716
"[2.0,1.0,7.0]",1,14.935485571299209
"[1.0,2.0,1.0]",1,14.238615979961597
"[6.0,1.0,1.0]",26,14.604000946713448
"[12.0,9.0,26.0]",12,18.996634972515846
"[12.0,12.0,9.0]",32,17.308506646915223
"[10.0,2.0,1.0]",5,15.09091518873376
"[3.0,5.0,10.0]",6,15.817785994557989
"[6.0,3.0,5.0]",4,15.293752982687
"[7.0,36.0,6.0]",4,19.074615198272845
"[2.0,1.0,4.0]",2,14.580343434834736
"[6.0,3.0,3.0]",4,15.056991558377351
"[6.0,3.0,2.0]",3,14.938610846222529
"[2.0,3.0,6.0]",2,15.033334046498641
"[2.0,2.0,3.0]",12,14.570077316357041
"[8.0,1.0,6.0]",4,15.38530433165916
"[1.0,1.0,6.0]",2,14.722404947058589
"[6.0,6.0,1.0]",1,15.144573915099087
"[9.0,18.0,6.0]",7,17.31795233625613
"[12.0,6.0,3.0]",4,15.949534811923513
"[4.0,12.0,6.0]",5,16.195765213764385
"[24.0,1.0,5.0]",4,16.78212221287707
"[4.0,24.0,1.0]",7,16.9012367771158
"[7.0,4.0,24.0]",15,17.74580101939158
"[6.0,2.0,2.0]",12,14.8304962525454
"[2.0,1.0,12.0]",1,15.527389132073328
"[20.0,7.0,6.0]",1,17.17039083875148
"[1.0,1.0,8.0]",1,14.959166371368237
"[6.0,2.0,1.0]",1,14.712115540390577
"[1.0,6.0,2.0]",1,14.789455066824932
"[1.0,1.0,6.0]",1,14.722404947058589
"[6.0,67.0,2.0]",2,21.85794484155872
"[6.0,6.0,6.0]",60,15.736477475873208
"[60.0,8.0,60.0]",2,27.45906037222094
"[2.0,3.0,1.0]",3,14.44143048572452
"[3.0,2.0,3.0]",2,14.664777228442837
"[6.0,7.0,1.0]",1,15.252688508776217
"[1.0,6.0,7.0]",2,15.381358627599052
"[1.0,2.0,12.0]",1,15.54080381366466
"[1.0,1.0,2.0]",5,14.248882098439292
"[40.0,10.0,5.0]",12,19.27035214934396
"[4.0,11.0,6.0]",1,16.087650620087256
"[27.0,1.0,4.0]",12,16.947841236979635
"[1.0,12.0,27.0]",1,18.3976604327583
"[2.0,1.0,1.0]",1,14.225201298370266
"[8.0,1.0,2.0]",1,14.911781483039864
"[6.0,6.0,2.0]",1,15.262954627253912
"[2.0,1.0,6.0]",7,14.817104859144385
"[3.0,2.0,6.0]",6,15.019919364907308
"[12.0,6.0,2.0]",6,15.831154099768689
"[1.0,1.0,60.0]",12,21.114963403419083
"[6.0,6.0,7.0]",6,15.854858188028032
"[4.0,12.0,1.0]",12,15.603861652990265
"[3.0,2.0,1.0]",1,14.428015804133189
"[6.0,1.0,3.0]",1,14.840762371023096
"[58.0,348.0,12.0]",144,58.34634821484131
"[6.0,66.0,1.0]",3,21.631449535726766
"[6.0,1.0,1.0]",1,14.604000946713448
"[2.0,6.0,4.0]",1,15.120916403220377
"[1.0,2.0,6.0]",1,14.830519540735716
"[1.0,1.0,2.0]",13,14.248882098439292
"[4.0,2.0,4.0]",2,14.877857852683457
"[6.0,6.0,2.0]",1,15.262954627253912
"[1.0,6.0,6.0]",6,15.262977915444228
"[1.0,6.0,1.0]",3,14.67107435467011
"[12.0,10.0,4.0]",2,16.500373898786847
"[1.0,6.0,6.0]",1,15.262977915444228
"[1.0,1.0,1.0]",6,14.130501386284468
"[3.0,1.0,8.0]",7,15.148566195539829
"[2.0,6.0,1.0]",1,14.765774266755905
"[1.0,2.0,6.0]",1,14.830519540735716
"[1.0,15.0,1.0]",12,15.64410569776426
"[8.0,2.0,3.0]",8,15.138276788871817
"[8.0,8.0,2.0]",6,15.66858363877976
"[6.0,8.0,8.0]",3,16.18946808753711
"[4.0,3.0,6.0]",7,15.222733870670233
"[1.0,7.0,4.0]",12,15.13433108481171
"[11.0,1.0,12.0]",3,16.37968834084549
"[18.0,3.0,11.0]",6,17.140436200645496
"[1.0,6.0,6.0]",1,15.262977915444228
"[1.0,6.0,2.0]",6,14.789455066824932
"[20.0,6.0,6.0]",20,17.06227624507435
"[12.0,20.0,20.0]",28,19.475611230035312
"[2.0,28.0,12.0]",4,18.446483161355783
"[8.0,1.0,18.0]",4,16.805872877517047
"[4.0,8.0,1.0]",6,15.171403278281753
"[6.0,1.0,11.0]",6,15.787808068261688
"[6.0,3.0,2.0]",1,14.938610846222529
"[2.0,6.0,1.0]",1,14.765774266755905
"[1.0,2.0,6.0]",1,14.830519540735716
"[1.0,1.0,2.0]",4,14.248882098439292
"[4.0,1.0,1.0]",2,14.414601122541857
"[2.0,4.0,1.0]",1,14.549545079401648
"[10.0,12.0,2.0]",6,16.290441837659863
"[2.0,6.0,6.0]",2,15.357677827530024
"[6.0,6.0,2.0]",1,15.262954627253912
"[1.0,6.0,6.0]",2,15.262977915444228
"[6.0,1.0,6.0]",5,15.195904507487569
"[1.0,7.0,6.0]",3,15.371092509121356
"[2.0,1.0,13.0]",1,15.645769844228152
"[1.0,2.0,1.0]",18,14.238615979961597
"[12.0,6.0,18.0]",6,17.725245494245872
"[1.0,6.0,12.0]",1,15.973262188373173
"[6.0,1.0,1.0]",6,14.604000946713448
"[6.0,6.0,1.0]",2,15.144573915099087
"[7.0,1.0,18.0]",6,16.711172965431253
"[6.0,1.0,6.0]",1,15.195904507487569
"[6.0,7.0,6.0]",1,15.844592069550336
"[1.0,6.0,7.0]",1,15.381358627599052
"[12.0,6.0,1.0]",1,15.712773387613865
"[18.0,6.0,2.0]",2,16.399353572283463
"[12.0,12.0,6.0]",6,16.95336451045075
"[6.0,12.0,12.0]",1,17.09544931086492
"[12.0,39.0,1.0]",17,19.28055497895909
"[6.0,3.0,9.0]",4,15.767275831306296
"[6.0,6.0,6.0]",12,15.736477475873208
"[18.0,12.0,6.0]",1,17.521563982965528
"[2.0,1.0,1.0]",66,14.225201298370266
"[2.0,1.0,1.0]",2,14.225201298370266
"[16.0,4.0,2.0]",1,15.993724560757617
"[1.0,1.0,6.0]",1,14.722404947058589
"[1.0,3.0,1.0]",1,14.346730573638725
"[6.0,6.0,1.0]",6,15.144573915099087
"[6.0,6.0,6.0]",4,15.736477475873208
"[12.0,4.0,6.0]",2,16.088447761033727
"[1.0,1.0,2.0]",1,14.248882098439292
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,2.0,1.0]",1,14.238615979961597
"[2.0,6.0,6.0]",6,15.357677827530024
"[1.0,6.0,2.0]",6,14.789455066824932
"[1.0,1.0,6.0]",6,14.722404947058589
"[1.0,2.0,1.0]",1,14.238615979961597
"[1.0,8.0,6.0]",7,15.479207102798485
"[3.0,1.0,1.0]",19,14.319901210456061
"[10.0,19.0,3.0]",7,17.165624705554585
"[2.0,3.0,1.0]",1,14.44143048572452
"[6.0,1.0,2.0]",6,14.722381658868272
"[6.0,1.0,6.0]",6,15.195904507487569
"[6.0,6.0,1.0]",1,15.144573915099087
"[6.0,1.0,6.0]",6,15.195904507487569
"[1.0,6.0,1.0]",6,14.67107435467011
"[5.0,8.0,12.0]",2,16.56829102407061
"[4.0,25.0,2.0]",1,17.12773208294775
"[1.0,5.0,1.0]",2,14.56295976099298
"[1.0,2.0,7.0]",2,14.94890025289054
"[2.0,2.0,1.0]",6,14.333315892047393
"[6.0,2.0,3.0]",7,14.948876964700224
"[12.0,1.0,7.0]",1,15.882484692157167
"[8.0,1.0,1.0]",1,14.793400770885041
"[5.0,12.0,12.0]",3,17.000749398779124
"[15.0,3.0,5.0]",12,16.146052191459162
"[3.0,3.0,13.0]",1,15.956698943668204
"[12.0,4.0,2.0]",96,15.614924912414432
"[8.0,12.0,14.0]",48,17.521610559346158
"[48.0,8.0,12.0]",12,20.64038724375984
"[24.0,8.0,3.0]",2,17.30216294430732
"[1.0,6.0,24.0]",3,17.39383073423106
"[3.0,1.0,6.0]",12,14.91180477123018
"[12.0,3.0,1.0]",1,15.38842960658248
"[3.0,1.0,24.0]",1,17.04265759001701
"[1.0,3.0,1.0]",1,14.346730573638725
"[1.0,2.0,24.0]",2,16.96137235952255
"[1.0,8.0,144.0]",2,31.81574538016419
"[2.0,4.0,1.0]",4,14.549545079401648
"[4.0,2.0,4.0]",1,14.877857852683457
"[24.0,24.0,24.0]",1,21.51799139839267
"[3.0,24.0,6.0]",24,17.398440425804125
"[24.0,3.0,24.0]",7,19.247584931172984
"[24.0,24.0,6.0]",1,19.38713857960584
"[1.0,1.0,24.0]",1,16.85325776584542
"[11.0,1.0,1.0]",1,15.077500507142428
"[24.0,5.0,2.0]",6,16.85943845112111
"[6.0,24.0,5.0]",1,17.56415944990669
"[7.0,3.0,30.0]",4,18.347970698643394
"[3.0,4.0,7.0]",32,15.354529264416389
"[3.0,9.0,32.0]",8,18.854620036672628
"[25.0,1.0,6.0]",4,16.99520283711769
"[41.0,13.0,12.0]",33,20.518060827544907
"[33.0,41.0,13.0]",9,22.906050865972947
"[9.0,33.0,41.0]",330,23.08299616683189
"[48.0,330.0,9.0]",112,55.09814427133058
"[112.0,48.0,330.0]",30,68.67083182956992
"[24.0,12.0,3.0]",2,17.734621319015833
"[4.0,6.0,2.0]",12,15.07355480308232
"[12.0,4.0,6.0]",1,16.088447761033727
"[9.0,2.0,1.0]",3,14.996215276647964
"[3.0,9.0,2.0]",1,15.303198672027909
"[38.0,2.0,4.0]",1,18.097654863600518
"[51.0,1.0,38.0]",1,23.24558334030275
"[14.0,14.0,25.0]",4,19.608227052918256
"[14.0,4.0,14.0]",2,17.22489328244391
"[24.0,3.0,14.0]",1,18.063777809624742
"[2.0,12.0,2.0]",2,15.532842540973496
"[3.0,2.0,2.0]",2,14.546396516288013
"[5.0,2.0,3.0]",1,14.854177052614428
"[2.0,2.0,2.0]",13,14.451696604202217
"[6.0,13.0,13.0]",2,17.32194461669687
"[2.0,6.0,13.0]",2,16.18634281261379
"[36.0,12.0,2.0]",21,18.75263955189056
"[49.0,25.0,29.0]",28,24.585507354988817
"[61.0,18.0,1.0]",15,21.6504442039434
"[1.0,10.0,2.0]",10,15.221913441533445
"[10.0,1.0,10.0]",2,16.048227004450048
"[5.0,2.0,2.0]",1,14.735796340459604
"[1.0,4.0,8.0]",2,15.28351015239962
"[4.0,8.0,1.0]",1,15.171403278281753
"[24.0,1.0,5.0]",7,16.78212221287707
"[3.0,6.0,7.0]",5,15.570758451770644
"[2.0,300.0,1.0]",3,46.551464807831536
"[2.0,2.0,1.0]",1,14.333315892047393
"[4.0,1.0,1.0]",2,14.414601122541857
"[2.0,205.0,1.0]",2,36.28057840850437
"[2.0,2.0,2.0]",1,14.451696604202217
"[2.0,1.0,1.0]",3,14.225201298370266
"[3.0,2.0,1.0]",1,14.428015804133189
"[2.0,4.0,1.0]",1,14.549545079401648
"[1.0,2.0,4.0]",1,14.593758116426068
"[2.0,1.0,1.0]",3,14.225201298370266
"[4.0,50.0,2.0]",1,19.83059692487595
"[3.0,1.0,1.0]",1,14.319901210456061
"[1.0,1.0,3.0]",2,14.367262810594116
"[2.0,1.0,1.0]",2,14.225201298370266
"[3.0,4.0,3.0]",86,14.881006415797092
"[4.0,2.0,1.0]",52,14.522715716218984
"[1.0,1.0,6.0]",1,14.722404947058589
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,2.0,2.0]",1,14.356996692116422
"[1.0,2.0,1.0]",2,14.238615979961597
"[3.0,2.0,1.0]",1,14.428015804133189
"[1.0,2.0,1.0]",2,14.238615979961597
"[3.0,3.0,2.0]",8,14.65451110996514
"[4.0,1.0,4.0]",1,14.76974325900633
"[12.0,1.0,4.0]",3,15.527342555692696
"[5.0,2.0,1.0]",4,14.61741562830478
"[1.0,2.0,1.0]",14,14.238615979961597
"[14.0,1.0,2.0]",7,15.479980955554641
"[7.0,14.0,1.0]",6,16.10419057660191
"[3.0,1.0,1.0]",1,14.319901210456061
"[1.0,1.0,1.0]",4,14.130501386284468
"[2.0,4.0,1.0]",3,14.549545079401648
"[2.0,1.0,3.0]",17,14.461962722679912
"[2.0,2.0,1.0]",6,14.333315892047393
"[6.0,2.0,2.0]",2,14.8304962525454
"[2.0,6.0,2.0]",5,14.884154978910729
"[1.0,5.0,2.0]",1,14.681340473147804
"[5.0,3.0,1.0]",3,14.72553022198191
"[6.0,3.0,5.0]",3,15.293752982687
"[3.0,6.0,3.0]",2,15.097235603151349
"[6.0,3.0,2.0]",3,14.938610846222529
"[1.0,4.0,1.0]",2,14.454845167315852
"[2.0,1.0,4.0]",2,14.580343434834736
"[2.0,2.0,1.0]",1,14.333315892047393
"[9.0,1.0,2.0]",1,15.006481395125661
"[3.0,1.0,1.0]",3,14.319901210456061
"[3.0,3.0,1.0]",1,14.536130397810316
"[3.0,1.0,1.0]",1,14.319901210456061
"[1.0,3.0,1.0]",1,14.346730573638725
"[1.0,1.0,1.0]",1,14.130501386284468
"[2.0,1.0,1.0]",1,14.225201298370266
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,1.0,4.0]",3,14.48564352274894
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,2.0,1.0]",1,14.238615979961597
"[1.0,1.0,1.0]",2,14.130501386284468
"[3.0,2.0,2.0]",3,14.546396516288013
"[1.0,2.0,1.0]",1,14.238615979961597
"[1.0,1.0,2.0]",1,14.248882098439292
"[1.0,1.0,2.0]",6,14.248882098439292
"[1.0,6.0,1.0]",2,14.67107435467011
"[2.0,2.0,1.0]",1,14.333315892047393
"[1.0,2.0,2.0]",4,14.356996692116422
"[2.0,3.0,1.0]",3,14.44143048572452
"[3.0,31.0,2.0]",13,17.681719732924723
"[1.0,2.0,1.0]",1,14.238615979961597
"[1.0,1.0,2.0]",2,14.248882098439292
"[7.0,1.0,1.0]",1,14.698700858799244
"[4.0,2.0,1.0]",1,14.522715716218984
"[1.0,2.0,1.0]",1,14.238615979961597
"[1.0,1.0,1.0]",3,14.130501386284468
"[24.0,24.0,24.0]",24,21.51799139839267
"[96.0,24.0,24.0]",48,28.336385068569978
"[8.0,5.0,18.0]",1,17.23833125222556
"[24.0,24.0,27.0]",6,21.873133534857143
"[12.0,1.0,2.0]",24,15.290581131383048
"[3.0,24.0,1.0]",12,16.806536865030004
"[1.0,27.0,96.0]",3,28.18764847659807
"[12.0,5.0,25.0]",1,18.44579588565251
"[5.0,2.0,10.0]",1,15.682842037698196
"[1.0,5.0,2.0]",6,14.681340473147804
"[2.0,1.0,1.0]",12,14.225201298370266
"[3.0,1.0,12.0]",1,15.622089044159125
"[1.0,24.0,1.0]",1,16.617137040858413
"[1.0,1.0,1.0]",25,14.130501386284468
"[25.0,1.0,1.0]",3,16.40329927634357
"[48.0,1.0,7.0]",24,19.29168152724582
"[1.0,96.0,48.0]",120,29.965281256888353
"[24.0,24.0,5.0]",24,19.268757867451015
"[1.0,4.0,12.0]",12,15.757033001018916
"[3.0,2.0,12.0]",3,15.730203637836253
"[12.0,3.0,3.0]",6,15.625191030892129
"[3.0,8.0,24.0]",1,17.799459745756906
"[24.0,120.0,1.0]",1,29.174236011836005
"[4.0,24.0,16.0]",1,18.67694745943816
"[2.0,1.0,1.0]",24,14.225201298370266
"[24.0,1.0,8.0]",50,17.137264349341542
"[2.0,2.0,50.0]",1,20.133970787633768
"[2.0,2.0,1.0]",1,14.333315892047393
"[1.0,2.0,2.0]",2,14.356996692116422
"[48.0,4.0,3.0]",15,19.142502459657912
"[2.0,31.0,96.0]",2,28.71480676339238
"[1.0,10.0,2.0]",24,15.221913441533445
"[51.0,1.0,24.0]",1,21.58825337013522
"[48.0,1.0,51.0]",1,24.500432862058076
"[24.0,1.0,72.0]",48,24.713629927250278
"[24.0,38.0,24.0]",10,23.031595709872462
"[72.0,10.0,24.0]",48,24.549982867031083
"[1.0,24.0,38.0]",24,20.9972233905869
"[6.0,3.0,17.0]",2,16.714321528544886
"[24.0,1.0,151.0]",14,34.06570618748137
"[5.0,2.0,14.0]",5,16.15636488631749
"[9.0,2.0,2.0]",16,15.114595988802789
"[1.0,1.0,12.0]",12,15.432689219987532
"[2.0,1.0,12.0]",6,15.527389132073328
"[1.0,6.0,6.0]",2,15.262977915444228
"[144.0,2.0,1.0]",1,27.780703408230423
"[1.0,37.0,36.0]",36,22.165951684079914
"[6.0,4.0,36.0]",36,19.07166965316367
"[18.0,36.0,37.0]",12,23.78611630801614
"[6.0,1.0,36.0]",2,18.747325872132286
"[2.0,6.0,1.0]",72,14.765774266755905
"[20.0,4.0,12.0]",12,17.55633133064904
"[21.0,5.0,13.0]",2,17.877526548566788
"[2.0,2.0,6.0]",1,14.925219452821512
"[1.0,2.0,2.0]",6,14.356996692116422
"[6.0,1.0,6.0]",1,15.195904507487569
"[3.0,1.0,2.0]",1,14.438281922610885
"[2.0,1.0,1.0]",4,14.225201298370266
"[3.0,3.0,4.0]",1,14.891272534274789
"[1.0,1.0,1.0]",2,14.130501386284468
"[2.0,2.0,1.0]",1,14.333315892047393
"[6.0,10.0,12.0]",2,16.879220123510663
"[1.0,12.0,12.0]",24,16.621949750435938
"[12.0,2.0,5.0]",12,15.753837861524648
"[3.0,12.0,12.0]",1,16.811349574607533
"[5.0,10.0,1.0]",12,15.482332377721804
"[5.0,2.0,55.0]",12,21.009974084665274
"[26.0,12.0,18.0]",15,19.699731825509783
"[6.0,15.0,26.0]",58,19.07712306206384
"[38.0,54.0,29.0]",24,26.679131538681773
"[9.0,124.0,3.0]",12,28.422957129567227
"[129.0,120.0,132.0]",48,54.62560007312652
"[14.0,48.0,129.0]",12,35.595717302042296
"[18.0,12.0,48.0]",16,22.493553893468132
"[16.0,18.0,12.0]",108,18.691135993785647
"[19.0,12.0,13.0]",7,18.44492888013509
"[2.0,7.0,19.0]",12,17.004741679219865
"[1.0,12.0,2.0]",2,15.4381426288877
"[12.0,17.0,18.0]",12,18.91450602469428
"[12.0,12.0,17.0]",4,18.255552344153816
"[12.0,4.0,12.0]",1,16.798732033962672
"[6.0,6.0,20.0]",1,17.393807446040743
"[1.0,6.0,6.0]",24,15.262977915444228
"[24.0,2.0,96.0]",12,27.66288161264318
"[12.0,14.0,38.0]",16,20.957776486759375
"[16.0,12.0,14.0]",36,18.279209856032526
"[5.0,24.0,24.0]",36,19.718693068762548
