features,label,prediction
"[4.0,1.0,3.0]",4,14.651362546851505
"[6.0,28.0,1.0]",9,17.523094975995903
"[9.0,6.0,28.0]",20,18.62495287953672
"[6.0,9.0,2.0]",3,15.587298408285296
"[3.0,6.0,9.0]",4,15.807519876080292
"[13.0,5.0,1.0]",2,15.699358706022533
"[2.0,13.0,5.0]",6,15.996099271115096
"[11.0,4.0,15.0]",4,17.059174258341347
"[4.0,11.0,4.0]",2,15.850889195777608
"[6.0,2.0,4.0]",3,15.067257676855048
"[5.0,1.0,4.0]",9,14.864443171092125
"[9.0,5.0,1.0]",2,15.320559057679349
"[2.0,5.0,2.0]",2,14.7760403852336
"[2.0,2.0,2.0]",2,14.451696604202217
"[2.0,2.0,2.0]",12,14.451696604202217
"[8.0,9.0,8.0]",7,16.486982505385832
"[8.0,2.0,6.0]",1,15.493418925336288
"[1.0,8.0,2.0]",3,15.005684254179188
"[3.0,3.0,1.0]",2,14.536130397810316
"[4.0,2.0,3.0]",7,14.759477140528633
"[12.0,6.0,10.0]",2,16.77819979700728
"[2.0,12.0,6.0]",2,16.00636538959279
"[2.0,8.0,8.0]",4,15.810668439193929
"[4.0,7.0,8.0]",2,15.891953669688393
"[12.0,8.0,4.0]",28,16.284144711432592
"[7.0,5.0,6.0]",8,15.723062794281876
"[4.0,12.0,4.0]",4,15.959003789454737
"[2.0,2.0,6.0]",1,14.925219452821512
"[1.0,1.0,2.0]",2,14.248882098439292
"[2.0,4.0,2.0]",1,14.667925791556472
"[2.0,1.0,2.0]",1,14.343582010525088
"[4.0,1.0,3.0]",1,14.651362546851505
"[6.0,1.0,4.0]",4,14.95914308317792
"[3.0,4.0,3.0]",3,14.881006415797092
"[3.0,3.0,1.0]",3,14.536130397810316
"[3.0,3.0,3.0]",2,14.772891822119965
"[2.0,3.0,3.0]",20,14.678191910034169
"[1.0,8.0,1.0]",1,14.887303542024364
"[1.0,1.0,8.0]",4,14.959166371368237
"[1.0,1.0,3.0]",2,14.367262810594116
"[3.0,3.0,2.0]",2,14.65451110996514
"[1.0,2.0,3.0]",2,14.475377404271244
"[2.0,2.0,1.0]",3,14.333315892047393
"[4.0,3.0,1.0]",3,14.630830309896112
"[1.0,2.0,4.0]",1,14.593758116426068
"[7.0,12.0,7.0]",1,16.598245662176595
"[12.0,4.0,36.0]",2,19.639869125678448
"[12.0,24.0,56.0]",12,24.169775242317485
"[2.0,1.0,12.0]",28,15.527389132073328
"[3.0,2.0,1.0]",3,14.428015804133189
"[3.0,3.0,2.0]",12,14.65451110996514
"[2.0,12.0,12.0]",1,16.716649662521736
"[12.0,12.0,12.0]",3,17.663648783379696
"[2.0,1.0,1.0]",1,14.225201298370266
"[1.0,2.0,1.0]",1,14.238615979961597
"[13.0,2.0,2.0]",4,15.493395637145973
"[2.0,2.0,3.0]",1,14.570077316357041
"[12.0,12.0,12.0]",12,17.663648783379696
"[12.0,12.0,12.0]",12,17.663648783379696
"[12.0,12.0,12.0]",2,17.663648783379696
"[12.0,24.0,60.0]",12,24.64329809093678
"[36.0,12.0,12.0]",12,19.936446673438798
"[48.0,12.0,14.0]",4,21.309607042777998
"[12.0,4.0,48.0]",1,21.060437671536334
"[24.0,3.0,12.0]",12,17.827016385315094
"[12.0,24.0,3.0]",36,17.895597498111815
"[36.0,12.0,24.0]",5,21.357015219296684
"[6.0,1.0,12.0]",24,15.906188780416512
"[14.0,12.0,2.0]",12,16.66924148600305
"[6.0,1.0,2.0]",1,14.722381658868272
"[12.0,6.0,12.0]",12,17.014961221316927
"[12.0,12.0,6.0]",1,16.95336451045075
"[4.0,48.0,2.0]",6,19.614367737521697
"[1.0,6.0,4.0]",12,15.02621649113458
"[12.0,1.0,6.0]",2,15.764103980002345
"[18.0,2.0,12.0]",1,17.15070231912319
"[6.0,8.0,24.0]",56,18.083559482014294
"[48.0,56.0,6.0]",1,25.119603467333036
"[3.0,2.0,1.0]",24,14.428015804133189
"[24.0,120.0,24.0]",96,31.896992391396957
"[48.0,24.0,24.0]",24,23.790789288451773
"[24.0,48.0,24.0]",72,24.11274164664374
"[24.0,48.0,3.0]",48,21.626746691392437
"[4.0,48.0,24.0]",6,22.21874340492782
"[48.0,34.0,21.0]",14,24.516793088758583
"[6.0,72.0,14.0]",5,23.819086355802245
"[10.0,1.0,24.0]",4,17.705556974617583
"[1.0,6.0,6.0]",1,15.262977915444228
"[1.0,3.0,12.0]",6,15.648918407341789
"[6.0,12.0,25.0]",1,18.634398568877632
"[12.0,36.0,1.0]",12,18.956211197927704
"[1.0,12.0,12.0]",12,16.621949750435938
"[12.0,1.0,12.0]",24,16.474388252931288
"[5.0,24.0,12.0]",1,18.298124522904658
"[12.0,72.0,2.0]",3,22.966717282459136
"[12.0,2.0,12.0]",6,16.582502846608417
"[31.0,4.0,5.0]",4,17.76936537850903
"[3.0,4.0,31.0]",23,18.195666356132165
"[23.0,3.0,4.0]",5,16.785270775990707
"[5.0,23.0,3.0]",3,17.124583519834115
"[8.0,1.0,6.0]",1,15.38530433165916
"[4.0,32.0,4.0]",2,18.121295662997298
"[50.0,1.0,2.0]",4,18.889177790643295
"[36.0,2.0,8.0]",5,18.381777888048223
"[1.0,5.0,36.0]",7,18.70628468641182
"[1.0,1.0,6.0]",4,14.722404947058589
"[4.0,6.0,4.0]",2,15.310316227391969
"[5.0,7.0,1.0]",1,15.157988596690421
"[3.0,5.0,2.0]",18,14.870740297319397
"[4.0,18.0,3.0]",1,16.48931063936268
"[1.0,12.0,2.0]",24,15.4381426288877
"[2.0,4.0,24.0]",2,17.2723014589626
"[8.0,1.0,8.0]",8,15.622065755968809
"[2.0,4.0,8.0]",14,15.378210064485415
"[1.0,14.0,2.0]",8,15.654371816241957
"[8.0,1.0,14.0]",24,16.332350028897753
"[24.0,2.0,6.0]",2,17.008617518709023
"[4.0,2.0,4.0]",9,14.877857852683457
"[12.0,13.0,12.0]",12,17.771763377056825
"[7.0,12.0,12.0]",2,17.190149222950716
"[14.0,3.0,2.0]",28,15.696210142908896
"[28.0,14.0,3.0]",120,18.32965015471327
"[120.0,28.0,14.0]",15,29.857834211789356
"[20.0,12.0,15.0]",17,18.776390216530537
"[15.0,24.0,17.0]",5,19.83702720453674
"[12.0,20.0,22.0]",21,19.71237265434496
"[30.0,2.0,10.0]",2,18.050339839843097
"[36.0,32.0,12.0]",12,22.09873854698136
"[34.0,122.0,2.0]",24,30.455845032203044
"[12.0,14.0,24.0]",109,19.30044651659184
"[109.0,12.0,14.0]",24,27.08630168001155
"[24.0,109.0,12.0]",108,29.28716331509066
"[2.0,13.0,24.0]",12,18.24533280205675
"[18.0,12.0,2.0]",18,17.04804113434623
"[12.0,1.0,6.0]",12,15.764103980002345
"[36.0,12.0,12.0]",14,19.936446673438798
"[14.0,36.0,12.0]",30,20.447798855802358
"[36.0,28.0,19.0]",11,22.494945157356614
"[11.0,36.0,28.0]",36,22.05779051402215
"[36.0,11.0,36.0]",1,22.669469171477445
"[17.0,1.0,36.0]",2,19.789024905076044
"[120.0,12.0,12.0]",18,27.89123928864566
"[2.0,26.0,18.0]",36,18.940538246930473
"[36.0,2.0,26.0]",4,20.512630706835054
"[4.0,36.0,2.0]",12,18.31699261339616
"[12.0,12.0,48.0]",14,21.925354420953358
"[14.0,12.0,12.0]",14,17.853048607551287
"[108.0,16.0,18.0]",48,27.897582991253564
"[14.0,36.0,108.0]",18,31.81234722266546
"[12.0,24.0,18.0]",12,19.671308180434174
"[12.0,108.0,8.0]",36,27.569126927764685
"[13.0,25.0,36.0]",14,22.004975504983932
"[14.0,13.0,25.0]",1,19.500112459241127
"[2.0,1.0,25.0]",12,17.066338390086038
"[1.0,31.0,12.0]",24,18.676127030301373
"[35.0,2.0,14.0]",12,18.99736224889137
"[12.0,14.0,24.0]",12,19.30044651659184
"[26.0,24.0,46.0]",2,24.31176688997039
"[2.0,26.0,24.0]",12,19.650822519859414
"[13.0,2.0,12.0]",12,16.67720275869421
"[42.0,12.0,18.0]",12,21.214930418882517
"[26.0,35.0,18.0]",12,22.186367480083725
"[40.0,2.0,16.0]",30,19.70762323363
"[33.0,30.0,40.0]",12,24.913069563704788
"[18.0,16.0,12.0]",1,18.664306630602983
"[140.0,12.0,13.0]",3,29.9036182425164
"[66.0,12.0,3.0]",28,21.71201762661926
"[15.0,12.0,6.0]",2,17.23746424670814
"[13.0,1.0,18.0]",4,17.279372437946027
"[16.0,4.0,13.0]",5,17.29591239446068
"[12.0,2.0,30.0]",1,18.713355665395248
"[5.0,2.0,3.0]",12,14.854177052614428
"[12.0,24.0,16.0]",16,19.434546756124526
"[1.0,6.0,5.0]",17,15.144597203289404
"[17.0,1.0,6.0]",12,16.237603540431323
"[14.0,18.0,1.0]",20,17.199548335910993
"[12.0,115.0,14.0]",12,29.036213356433525
"[6.0,137.0,36.0]",12,33.45091061222169
"[12.0,6.0,137.0]",48,31.81255024066992
"[8.0,24.0,12.0]",16,18.582224259162047
"[16.0,8.0,24.0]",24,19.030558602872254
"[1.0,30.0,96.0]",12,28.51199225762946
"[12.0,2.0,48.0]",33,20.84420848418208
"[19.0,12.0,33.0]",4,20.81254312323157
"[36.0,38.0,12.0]",97,22.747426109044127
"[10.0,1.0,36.0]",25,19.12612552047547
"[18.0,100.0,25.0]",32,29.284881757494446
"[2.0,32.0,18.0]",2,19.58922580899324
"[2.0,2.0,32.0]",36,18.003117968846936
"[12.0,2.0,36.0]",36,19.42363993832419
"[24.0,20.0,36.0]",12,22.506101569542047
"[13.0,8.0,24.0]",12,18.746458866614866
"[8.0,48.0,6.0]",12,20.466690234484176
"[24.0,12.0,8.0]",1,18.32652487978995
"[12.0,60.0,12.0]",24,22.85314927988184
"[30.0,19.0,24.0]",1,21.545617902521805
"[56.0,1.0,18.0]",12,21.351468657635255
"[12.0,56.0,1.0]",24,21.118503071470265
"[24.0,12.0,56.0]",12,24.008799063221502
"[2.0,3.0,6.0]",108,15.033334046498641
"[108.0,2.0,3.0]",5,24.608267997451414
"[5.0,108.0,2.0]",12,26.19594327023517
"[6.0,26.0,12.0]",36,18.60905362234471
"[6.0,30.0,5.0]",38,18.212847011969455
"[12.0,2.0,6.0]",36,15.872218573679472
"[12.0,54.0,12.0]",26,22.204461717819072
"[7.0,26.0,12.0]",122,18.703753534430508
"[30.0,20.0,12.0]",12,20.233163950341048
"[48.0,18.0,42.0]",36,25.272954545175836
"[36.0,48.0,18.0]",12,24.53885631874435
"[12.0,17.0,84.0]",56,26.727633026912663
"[56.0,12.0,17.0]",15,22.422348475928835
"[18.0,15.0,56.0]",34,23.76494337173811
"[24.0,14.0,36.0]",16,21.857414007479278
"[16.0,24.0,14.0]",5,19.576584980158064
"[5.0,16.0,24.0]",12,18.853776319345524
"[12.0,5.0,16.0]",18,17.380369476259094
"[2.0,14.0,18.0]",21,17.643163122804935
"[21.0,2.0,14.0]",4,17.671563479690228
"[6.0,4.0,21.0]",1,17.295958970841312
"[102.0,14.0,24.0]",12,27.823438604313473
"[24.0,24.0,26.0]",5,21.75475282270232
"[12.0,5.0,24.0]",12,18.327415173497688
"[30.0,14.0,12.0]",6,19.58447638827828
"[12.0,2.0,1.0]",13,15.280315012905351
"[15.0,11.0,2.0]",20,16.655826804411717
"[12.0,13.0,32.0]",12,20.139377620153304
"[24.0,28.0,12.0]",2,20.529881227243294
"[16.0,13.0,1.0]",14,16.848375191696945
"[12.0,12.0,12.0]",32,17.663648783379696
"[36.0,32.0,12.0]",12,22.09873854698136
"[30.0,6.0,16.0]",6,19.193082487480552
"[18.0,24.0,6.0]",12,18.81893910709106
"[12.0,2.0,36.0]",24,19.42363993832419
"[2.0,38.0,12.0]",14,19.527629098127065
"[1.0,24.0,14.0]",14,18.156086298871124
"[12.0,6.0,15.0]",36,17.3701033577814
"[36.0,12.0,6.0]",7,19.226162400509857
"[7.0,36.0,12.0]",38,19.784899471201786
"[12.0,15.0,12.0]",6,17.98799256441108
"[12.0,31.0,12.0]",48,19.717826063245127
"[48.0,12.0,31.0]",4,23.322079149410005
"[4.0,48.0,12.0]",12,20.798174859069935
"[12.0,48.0,6.0]",2,20.84548988282736
"[2.0,12.0,48.0]",18,20.978355300095398
"[3.0,18.0,2.0]",2,16.27623001512206
"[12.0,2.0,2.0]",12,15.398695725060175
"[24.0,11.0,12.0]",6,18.691933134732118
"[16.0,30.0,5.0]",32,19.159846132827415
"[32.0,16.0,30.0]",18,22.120958218590957
"[16.0,24.0,2.0]",3,18.156016434300177
"[128.0,2.0,24.0]",26,28.988261194418634
"[12.0,26.0,128.0]",96,32.90941570481907
"[3.0,14.0,6.0]",32,16.317294489032843
"[24.0,5.0,12.0]",12,18.04324557266935
"[1.0,42.0,48.0]",12,24.127093198323443
"[6.0,30.0,12.0]",1,19.041511997053224
"[2.0,15.0,24.0]",7,18.46156198941101
"[204.0,13.0,24.0]",14,37.37471504338754
"[21.0,8.0,12.0]",12,18.083489617443348
"[16.0,12.0,14.0]",68,18.279209856032526
"[1.0,4.0,1.0]",2,14.454845167315852
"[24.0,48.0,12.0]",113,22.692173100785855
"[128.0,48.0,12.0]",48,32.540963957708634
"[18.0,32.0,17.0]",14,20.98604369021115
"[6.0,14.0,18.0]",14,18.021962771148118
"[15.0,15.0,14.0]",24,18.508853724978117
"[18.0,24.0,15.0]",12,19.88436551648448
"[12.0,18.0,24.0]",13,19.73290489130035
"[13.0,12.0,18.0]",2,18.468632968394434
"[2.0,13.0,12.0]",30,16.824764256198865
"[12.0,60.0,14.0]",2,23.089910704191485
"[12.0,2.0,12.0]",24,16.582502846608417
"[16.0,126.0,14.0]",2,30.604273535225115
"[12.0,24.0,12.0]",24,18.96102390750523
"[24.0,13.0,36.0]",12,21.74929941380215
"[2.0,12.0,38.0]",12,19.79454817854716
"[96.0,12.0,19.0]",13,26.447106383670324
"[13.0,2.0,14.0]",14,16.91396418300386
"[14.0,13.0,2.0]",1,16.777356079680175
"[2.0,3.0,28.0]",12,17.63770971390477
"[12.0,2.0,3.0]",16,15.517076437215
"[25.0,16.0,12.0]",6,19.327206015203554
"[12.0,30.0,30.0]",18,21.74056428835483
"[12.0,8.0,24.0]",18,18.651758954529072
"[18.0,12.0,8.0]",2,17.758325407275176
"[18.0,14.0,14.0]",96,18.684838867558376
"[96.0,18.0,14.0]",6,26.50389038495897
"[12.0,2.0,24.0]",24,18.003071392466303
"[7.0,24.0,12.0]",2,18.487524347076253
"[21.0,96.0,24.0]",12,29.018142406888494
"[12.0,6.0,12.0]",31,17.014961221316927
"[12.0,24.0,6.0]",4,18.250739634576288
"[12.0,14.0,4.0]",1,16.93283227349536
"[38.0,36.0,12.0]",24,22.720596745861464
"[1.0,24.0,96.0]",13,27.86330469556669
"[13.0,1.0,24.0]",34,17.98965671087497
"[5.0,7.0,34.0]",6,19.064552097799613
"[1.0,1.0,32.0]",1,17.800303463084013
"[120.0,1.0,1.0]",1,25.39979092449419
"[1.0,2.0,2.0]",1,14.356996692116422
"[1.0,1.0,2.0]",1,14.248882098439292
"[6.0,6.0,6.0]",6,15.736477475873208
"[6.0,6.0,6.0]",6,15.736477475873208
"[1.0,6.0,6.0]",1,15.262977915444228
"[1.0,6.0,12.0]",19,15.973262188373173
"[6.0,19.0,1.0]",6,16.550063632901754
"[7.0,6.0,2.0]",42,15.357654539339709
"[14.0,1.0,54.0]",6,21.635777987605486
"[1.0,12.0,1.0]",6,15.319761916732876
"[6.0,6.0,1.0]",12,15.144573915099087
"[18.0,6.0,6.0]",24,16.87287642090276
"[1.0,24.0,18.0]",1,18.62960914749042
"[6.0,1.0,1.0]",2,14.604000946713448
"[29.0,12.0,12.0]",12,19.273547288838227
"[6.0,8.0,24.0]",12,18.083559482014294
"[2.0,6.0,13.0]",4,16.18634281261379
"[12.0,12.0,4.0]",12,16.716603086141102
"[1.0,36.0,12.0]",1,19.216699998687012
"[5.0,12.0,8.0]",1,16.527226550159828
"[18.0,1.0,1.0]",24,15.740399891743
"[42.0,1.0,36.0]",1,22.156522707220944
"[51.0,1.0,42.0]",2,23.719106188922048
"[12.0,2.0,51.0]",1,21.19935062064655
"[6.0,24.0,1.0]",1,17.090636601287393
"[48.0,1.0,6.0]",1,19.173300815091
"[1.0,1.0,1.0]",12,14.130501386284468
"[2.0,18.0,12.0]",27,17.365337224584504
"[12.0,27.0,2.0]",6,18.101560566988375
"[22.0,6.0,12.0]",6,17.961960342174887
"[1.0,2.0,6.0]",2,14.830519540735716
"[2.0,1.0,2.0]",6,14.343582010525088
"[6.0,2.0,1.0]",1,14.712115540390577
"[1.0,2.0,12.0]",1,15.54080381366466
"[1.0,1.0,2.0]",12,14.248882098439292
"[2.0,12.0,1.0]",6,15.414461828818672
"[12.0,6.0,2.0]",6,15.831154099768689
"[2.0,4.0,7.0]",1,15.259829352330593
"[6.0,18.0,1.0]",6,16.441949039224625
"[4.0,3.0,30.0]",3,18.063870962386005
"[12.0,1.0,36.0]",108,19.315525344647064
"[2.0,108.0,12.0]",5,27.095650655526022
"[12.0,1.0,1.0]",1,15.172200419228224
"[6.0,1.0,12.0]",1,15.906188780416512
"[4.0,1.0,12.0]",1,15.71678895624492
"[4.0,6.0,10.0]",1,16.020600500320914
"[6.0,10.0,4.0]",2,15.932174426272072
"[2.0,6.0,10.0]",3,15.83120067614932
"[3.0,6.0,8.0]",2,15.689139163925468
"[6.0,6.0,6.0]",6,15.736477475873208
"[6.0,6.0,6.0]",12,15.736477475873208
"[6.0,1.0,12.0]",6,15.906188780416512
"[6.0,6.0,1.0]",12,15.144573915099087
"[12.0,12.0,6.0]",6,16.95336451045075
"[6.0,18.0,6.0]",12,17.033852599998745
"[6.0,6.0,12.0]",6,16.446761748802153
"[24.0,1.0,50.0]",7,22.10925425984415
"[2.0,12.0,7.0]",14,16.124746101747615
"[12.0,25.0,2.0]",13,17.88533137963412
"[13.0,12.0,25.0]",1,19.297297953478203
"[72.0,7.0,2.0]",12,21.621263418593575
"[4.0,12.0,24.0]",1,18.326618032551217
"[12.0,36.0,13.0]",12,20.37677974378559
"[14.0,12.0,1.0]",24,16.550860773848225
"[39.0,24.0,14.0]",12,21.75468295813137
"[12.0,39.0,24.0]",1,22.003311358520037
"[12.0,72.0,13.0]",12,24.2689051161622
"[1.0,6.0,12.0]",3,15.973262188373173
"[1.0,12.0,24.0]",14,18.042518296293828
"[12.0,14.0,1.0]",1,16.57769013703089
"[5.0,12.0,2.0]",12,15.816942277230885
"[13.0,6.0,10.0]",13,16.872899709093076
"[13.0,13.0,6.0]",17,17.156179016213677
"[24.0,6.0,6.0]",36,17.441075893417533
"[6.0,36.0,24.0]",12,21.11076810497388
"[12.0,6.0,36.0]",48,19.856098313032703
"[12.0,48.0,12.0]",12,21.555774155756303
"[3.0,12.0,12.0]",6,16.811349574607533
"[6.0,3.0,12.0]",6,16.12241796777077
"[54.0,6.0,6.0]",12,20.282073255991413
"[12.0,6.0,12.0]",15,17.014961221316927
"[15.0,12.0,6.0]",26,17.23746424670814
"[26.0,15.0,12.0]",1,19.313791333612222
"[11.0,1.0,1.0]",3,15.077500507142428
"[96.0,12.0,20.0]",12,26.565487095825148
"[25.0,3.0,12.0]",12,17.92171629740089
"[13.0,1.0,12.0]",30,16.569088165017085
"[6.0,4.0,12.0]",1,16.230532561447895
"[1.0,6.0,4.0]",12,15.02621649113458
"[12.0,1.0,6.0]",100,15.764103980002345
"[96.0,9.0,6.0]",2,24.58381334462623
"[12.0,2.0,96.0]",6,26.526482667613628
"[6.0,12.0,2.0]",12,15.91164218931668
"[96.0,24.0,12.0]",12,26.915816522712092
"[108.0,12.0,96.0]",48,36.698820164621324
"[72.0,12.0,12.0]",121,23.345643508527452
"[36.0,121.0,72.0]",58,38.823780113535186
"[58.0,36.0,121.0]",12,37.51809261245319
"[48.0,12.0,58.0]",564,26.518358377590253
"[25.0,12.0,3.0]",84,17.829321231101627
"[84.0,25.0,12.0]",12,25.88753217135967
"[12.0,12.0,24.0]",4,19.084217329237582
"[4.0,12.0,12.0]",27,16.906049486693327
"[27.0,4.0,12.0]",12,18.219230715249612
"[12.0,27.0,4.0]",12,18.338321991298024
"[120.0,12.0,48.0]",2,32.15294492621932
"[216.0,12.0,72.0]",869,44.08527357817151
"[12.0,12.0,49.0]",13,22.043735133108182
"[12.0,12.0,13.0]",13,17.78202949553452
"[12.0,12.0,12.0]",12,17.663648783379696
"[24.0,106.0,12.0]",36,28.96281953405928
"[36.0,24.0,106.0]",5,32.36160874011779
"[5.0,36.0,24.0]",480,21.016068192888085
"[480.0,5.0,36.0]",24,64.06754257550809
"[12.0,24.0,480.0]",870,74.36319719596284
"[24.0,870.0,12.0]",22,111.56236910338505
"[12.0,1.0,22.0]",8,17.658195374479526
"[8.0,12.0,1.0]",12,15.982661301333447
"[12.0,8.0,12.0]",2,17.231190408671182
"[100.0,20.0,6.0]",15,26.15187352341782
"[38.0,15.0,100.0]",4,30.86769294826628
"[36.0,12.0,66.0]",9,26.32900512979929
"[8.0,26.0,29.0]",11,20.81092555314831
"[119.0,36.0,15.0]",11,30.746431761275407
"[24.0,11.0,119.0]",44,31.358669335298284
"[44.0,24.0,11.0]",38,21.87304038209588
"[34.0,38.0,44.0]",29,26.3462090738269
"[13.0,11.0,21.0]",24,18.71566051118178
"[24.0,14.0,32.0]",19,21.38389115885998
"[13.0,24.0,14.0]",2,19.292485243900675
"[2.0,13.0,24.0]",8,18.24533280205675
"[4.0,9.0,84.0]",2,25.10511698080927
"[24.0,1.0,2.0]",3,16.4269800764126
"[231.0,2.0,3.0]",48,36.256357184004315
"[48.0,231.0,2.0]",48,43.566134512211136
"[48.0,48.0,231.0]",12,50.8903469527514
"[75.0,12.0,48.0]",144,27.891448882358503
"[12.0,12.0,144.0]",96,33.28990278781646
"[24.0,12.0,96.0]",504,28.74402754941446
"[75.0,504.0,24.0]",12,78.24269187978969
"[12.0,75.0,504.0]",1,82.71817856521214
"[1.0,12.0,1.0]",12,15.319761916732876
"[72.0,1.0,13.0]",12,22.27476369023387
"[3.0,216.0,12.0]",34,38.866726684741636
"[34.0,3.0,216.0]",1,42.92368078575714
"[1.0,34.0,3.0]",12,17.93504440193934
"[15.0,2.0,90.0]",1,26.100298130942072
"[1.0,15.0,2.0]",72,15.762486409919084
"[12.0,74.0,108.0]",1,35.73130195822473
"[12.0,24.0,1.0]",72,17.658836073802167
"[1.0,96.0,72.0]",99,32.806418348604126
"[12.0,99.0,1.0]",12,25.767430599586767
"[24.0,12.0,72.0]",12,25.902890457698685
"[6.0,73.0,24.0]",13,25.111008071027612
"[12.0,12.0,12.0]",12,17.663648783379696
"[73.0,2.0,12.0]",22,22.359197483841967
"[12.0,15.0,3.0]",75,16.922566155017662
"[13.0,15.0,3.0]",12,17.01726606710346
"[38.0,1.0,30.0]",14,21.067438785948813
"[2.0,42.0,14.0]",1,20.196848897145223
"[13.0,96.0,40.0]",43,30.15463450467931
"[43.0,13.0,96.0]",15,30.65144047272171
"[21.0,2.0,15.0]",2,17.789944191845052
"[13.0,2.0,21.0]",12,17.74262916808763
"[8.0,12.0,19.0]",13,18.11351412012028
"[4.0,14.0,22.0]",1,18.306085795595823
"[2.0,5.0,3.0]",1,14.894421097388424
"[3.0,1.0,3.0]",3,14.556662634765708
"[1.0,3.0,3.0]",3,14.583491997948373
"[4.0,3.0,1.0]",1,14.630830309896112
"[3.0,1.0,1.0]",3,14.319901210456061
"[3.0,3.0,1.0]",2,14.536130397810316
"[1.0,6.0,2.0]",1,14.789455066824932
"[1.0,1.0,6.0]",4,14.722404947058589
"[4.0,1.0,1.0]",4,14.414601122541857
"[4.0,9.0,8.0]",4,16.10818285704265
"[4.0,4.0,9.0]",6,15.685990600811833
"[4.0,4.0,2.0]",1,14.857325615728065
"[4.0,3.0,6.0]",3,15.222733870670233
"[1.0,1.0,3.0]",1,14.367262810594116
"[1.0,1.0,1.0]",4,14.130501386284468
"[1.0,1.0,4.0]",2,14.48564352274894
"[3.0,1.0,2.0]",1,14.438281922610885
"[1.0,3.0,1.0]",4,14.346730573638725
"[4.0,1.0,4.0]",4,14.76974325900633
"[4.0,4.0,4.0]",1,15.094087040037712
"[3.0,1.0,4.0]",1,14.675043346920532
"[2.0,2.0,4.0]",1,14.688458028511864
"[4.0,1.0,1.0]",1,14.414601122541857
"[1.0,4.0,1.0]",1,14.454845167315852
"[1.0,1.0,1.0]",4,14.130501386284468
"[3.0,5.0,1.0]",1,14.752359585164573
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,1.0,1.0]",9,14.130501386284468
"[9.0,1.0,1.0]",1,14.888100682970837
"[3.0,1.0,9.0]",6,15.266946907694653
"[8.0,8.0,1.0]",8,15.550202926624936
"[4.0,1.0,8.0]",11,15.243266107625624
"[11.0,4.0,1.0]",96,15.401844288173812
"[96.0,11.0,4.0]",4,24.56328110767084
"[8.0,1.0,1.0]",4,14.793400770885041
"[4.0,8.0,10.0]",4,16.23682968767517
"[4.0,4.0,8.0]",8,15.567609888657008
"[4.0,5.0,12.0]",4,16.149247330953433
"[10.0,4.0,4.0]",8,15.662286512552487
"[8.0,10.0,4.0]",8,16.121574250443665
"[9.0,4.0,4.0]",7,15.567586600466692
"[17.0,7.0,9.0]",6,17.241433238958564
"[8.0,6.0,17.0]",6,17.228065133747865
"[11.0,6.0,8.0]",4,16.446738460611837
"[4.0,11.0,6.0]",4,16.087650620087256
"[8.0,12.0,4.0]",8,16.33780343779792
"[1.0,4.0,12.0]",5,15.757033001018916
"[16.0,9.0,5.0]",11,16.88943966560773
"[11.0,16.0,9.0]",8,17.64626510953794
"[10.0,8.0,11.0]",9,16.923409872344767
"[8.0,8.0,16.0]",7,17.325913608947296
"[4.0,8.0,4.0]",9,15.526545414746224
"[2.0,6.0,9.0]",32,15.712819963994496
"[5.0,2.0,32.0]",10,18.287217705104325
"[10.0,5.0,2.0]",1,15.533639681919968
"[6.0,3.0,7.0]",12,15.530514406996648
"[6.0,2.0,12.0]",3,16.01430337409364
"[5.0,3.0,12.0]",12,16.02771805568497
"[6.0,34.0,2.0]",12,18.290163250213496
"[33.0,6.0,4.0]",8,18.05661367788005
"[17.0,8.0,12.0]",6,17.704689969100162
"[12.0,18.0,12.0]",11,18.312336345442464
"[11.0,12.0,18.0]",48,18.279233144222843
"[18.0,4.0,18.0]",5,18.07721577940639
"[20.0,5.0,18.0]",104,18.37473019725511
"[104.0,20.0,5.0]",12,26.412292459606178
"[3.0,12.0,104.0]",14,27.702375092851334
"[12.0,12.0,12.0]",18,17.663648783379696
"[6.0,18.0,12.0]",5,17.744136872927687
"[6.0,5.0,6.0]",7,15.62836288219608
"[14.0,6.0,13.0]",18,17.322741757643342
"[18.0,14.0,6.0]",10,17.737793170319783
"[2.0,40.0,37.0]",6,22.70337608935192
"[15.0,6.0,2.0]",2,16.115253836026078
"[21.0,2.0,15.0]",2,17.789944191845052
"[1.0,2.0,21.0]",65,16.606230223058077
"[50.0,1.0,35.0]",10,22.795741291752485
"[10.0,50.0,1.0]",6,20.2804156852359
"[24.0,6.0,10.0]",9,17.91459874203683
"[6.0,12.0,8.0]",32,16.621926462245625
"[3.0,8.0,32.0]",4,18.7465054429955
"[6.0,24.0,2.0]",6,17.209017313442217
"[8.0,8.0,1.0]",1,15.550202926624936
"[80.0,8.0,64.0]",6,29.826581462556156
"[8.0,8.0,4.0]",2,15.905345063089408
"[1.0,8.0,2.0]",9,15.005684254179188
"[1.0,8.0,2.0]",24,15.005684254179188
"[8.0,8.0,24.0]",34,18.27295930618589
"[12.0,3.0,32.0]",8,19.058231683382022
"[8.0,12.0,3.0]",8,16.219422725643096
"[14.0,9.0,40.0]",15,20.843364766854975
"[1.0,7.0,2.0]",16,14.89756966050206
"[8.0,8.0,18.0]",1,17.562675033256944
